key,rule,severity,component,project,line,message,effort,debt,author,tags,creationDate,updateDate,type,scope,status
AZcc3JPfE4d396A7IBhu,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02512.java,benchmarkjava,65,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDT6,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02513.java,benchmarkjava,65,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEYm,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02514.java,benchmarkjava,64,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICaR,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02515.java,benchmarkjava,64,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDpu,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02516.java,benchmarkjava,62,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IENI,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02517.java,benchmarkjava,62,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC-y,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02518.java,benchmarkjava,62,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDek,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02610.java,benchmarkjava,101,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICR_,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02611.java,benchmarkjava,101,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDu3,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02612.java,benchmarkjava,87,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICcD,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02613.java,benchmarkjava,84,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBTx,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02713.java,benchmarkjava,64,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICny,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02714.java,benchmarkjava,61,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-07-17T17:59:50+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEhr,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/DataBaseServer.java,benchmarkjava,65,"Use try-with-resources or close this ""PreparedStatement"" in a ""finally"" clause.",5min,5min,dwichers@gmail.com,"cert, cwe, denial-of-service, leak",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3OKAE4d396A7IEhS,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,benchmarkjava,51,Replace this use of System.out or System.err by a logger.,10min,10min,dwichers@gmail.com,"bad-practice, cert, owasp-a3",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEhT,java:S106,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/DatabaseHelper.java,benchmarkjava,58,Replace this use of System.out or System.err by a logger.,10min,10min,dwichers@gmail.com,"bad-practice, cert, owasp-a3",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEiE,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/Utils.java,benchmarkjava,240,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEiF,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/Utils.java,benchmarkjava,250,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEg9,java:S3626,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/helpers/filters/DataBaseFilter.java,benchmarkjava,48,Remove this redundant jump.,1min,1min,dwichers@gmail.com,"clumsy, redundant",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB-K,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,benchmarkjava,55,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JMuE4d396A7IBYZ,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,benchmarkjava,86,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICrN,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,benchmarkjava,50,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBX0,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,benchmarkjava,56,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBX2,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,benchmarkjava,77,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBpn,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,benchmarkjava,57,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBpp,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,benchmarkjava,78,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICHH,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,benchmarkjava,51,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICu2,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,benchmarkjava,75,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDPg,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,benchmarkjava,72,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICB-,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,benchmarkjava,70,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICkB,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,benchmarkjava,80,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDzJ,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00057.java,benchmarkjava,75,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDYR,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00059.java,benchmarkjava,71,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBVp,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00062.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IESh,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,benchmarkjava,73,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IESl,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,benchmarkjava,82,"Remove this useless assignment to local variable ""f71153"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IESn,java:S1481,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,benchmarkjava,82,"Remove this unused ""f71153"" local variable.",5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IESk,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,benchmarkjava,86,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IESo,java:S1481,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00067.java,benchmarkjava,86,"Remove this unused ""bar"" local variable.",5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEAy,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00074.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDGm,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00079.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDGp,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00079.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID4U,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00082.java,benchmarkjava,66,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID4V,java:S1481,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00082.java,benchmarkjava,66,"Remove this unused ""bar"" local variable.",5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBuo,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00085.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBur,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00085.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBm_,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00094.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBnD,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00094.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBnC,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00094.java,benchmarkjava,71,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC4g,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00095.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IC4j,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00095.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB8n,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00100.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2x,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,benchmarkjava,73,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB21,java:S1481,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,benchmarkjava,82,"Remove this unused ""f18521"" local variable.",5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB2y,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,benchmarkjava,82,"Remove this useless assignment to local variable ""f18521"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDBg,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,benchmarkjava,73,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDBh,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,benchmarkjava,82,"Remove this useless assignment to local variable ""f69840"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDBk,java:S1481,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,benchmarkjava,82,"Remove this unused ""f69840"" local variable.",5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdpE4d396A7ICBY,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00113.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdpE4d396A7ICBZ,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00113.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEJB,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00115.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBkG,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00116.java,benchmarkjava,66,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBkH,java:S1854,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00116.java,benchmarkjava,70,"Remove this useless assignment to local variable ""bar"".",15min,15min,dwichers@gmail.com,"cert, cwe, unused",2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICgZ,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,benchmarkjava,59,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICgd,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00119.java,benchmarkjava,76,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBs5,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00120.java,benchmarkjava,60,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICs-,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00121.java,benchmarkjava,68,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDxu,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00122.java,benchmarkjava,58,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICDZ,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00123.java,benchmarkjava,56,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDOs,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00124.java,benchmarkjava,61,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEY4,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00125.java,benchmarkjava,56,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB0Y,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00127.java,benchmarkjava,66,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3OKAE4d396A7IEY8,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00128.java,benchmarkjava,61,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICZ7,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00129.java,benchmarkjava,56,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID3n,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00130.java,benchmarkjava,75,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICUh,java:S2293,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00137.java,benchmarkjava,52,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",1min,1min,dwichers@gmail.com,clumsy,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDwa,java:S125,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00138.java,benchmarkjava,90,This block of commented-out lines of code should be removed.,5min,5min,dwichers@gmail.com,unused,2016-06-05T05:17:11+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
